district,state,subdivision,section,area,catdesc,catcode,total_services,billed_services,units,load
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,BANDAMEEDIPALLY,domestic,1,2,2.0,640,6.24
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,BOYAPALLY,non-domestic and commercial,2,1,1.0,286,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,CHRISTAIANPALLY,domestic,1,2,2.0,510,6.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,DHARMAPUR,domestic,1,1,1.0,269,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,GAJULAPET,domestic,1,1,1.0,331,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,PALAKONDA,domestic,1,2,2.0,3489,50.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,THIMMASANIPALLY,domestic,1,1,1.0,219,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,YEDIRA,domestic,1,7,7.0,3197,31.24
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,C and o,YENUGONDA,domestic,1,9,9.0,3385,41.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Hanwada,AE CT HANWADA,non-domestic and commercial,2,1,1.0,451,25.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Hanwada,HANWADA,non-domestic and commercial,2,1,1.0,491,8.6
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Koilkonda,AE CT KOILKONDA,domestic,1,1,1.0,450,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Koilkonda,KOILKONDA,non-domestic and commercial,2,1,1.0,206,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Koilkonda,KOTHALABAD,domestic,1,1,1.0,374,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Koilkonda,SURARAM,domestic,1,1,1.0,250,3.2
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Mohammadabad,AE CT MAMADABAD,general purpose,7,1,1.0,3652,50.0
Mahaboobnagar,Mahaboobnagar,MBNR-RURAL,Mohammadabad,MOHAMMADABAD,domestic,1,1,1.0,508,5.66
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -i,TOWN - I -GA,domestic,1,6,6.0,1598,30.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -i,TOWN - I -GA,non-domestic and commercial,2,1,1.0,508,5.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -i,TOWN - I -KA,domestic,1,3,3.0,1500,19.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -i,TOWN-I,domestic,1,51,51.0,17056,195.54
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -i,TOWN-I,non-domestic and commercial,2,9,9.0,4345,135.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -i,TOWN-I,general purpose,7,1,1.0,53,2.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -ii,TOWN - II -RA,domestic,1,1,1.0,401,3.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -ii,TOWN - II -RA,industrial,3,1,1.0,22,7.04
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -ii,TOWN-II,domestic,1,42,42.0,12811,206.68
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -ii,TOWN-II,non-domestic and commercial,2,23,23.0,12528,382.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -ii,TOWN-II,industrial,3,1,1.0,303,24.75
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -ii,TOWN-II,general purpose,7,3,3.0,31,7.26
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,ADE HT TOWN,non-domestic and commercial,2,1,1.0,916,50.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN - III  JA,domestic,1,2,2.0,674,10.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN - III -GA,domestic,1,3,3.0,1066,15.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN - III -GA,non-domestic and commercial,2,1,1.0,464,9.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN - III -PE,domestic,1,5,5.0,2293,24.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN-III AE,domestic,1,82,82.0,26608,287.48
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN-III AE,non-domestic and commercial,2,13,13.0,9372,287.0
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN-III AE,industrial,3,4,4.0,1205,52.33
Mahaboobnagar,Mahaboobnagar,MBNR-TOWN,Town -iii,TOWN-III AE,general purpose,7,2,2.0,51,4.92
Medak,Medak,MEDAK,Chinna shankerampet,AGRAHARAM,domestic,1,1,1.0,367,4.0
Medak,Medak,MEDAK,Chinna shankerampet,GAWALAPALLY,non-domestic and commercial,2,1,1.0,31,20.0
Medak,Medak,MEDAK,Chinna shankerampet,KHAJAPUR,domestic,1,1,1.0,159,3.0
Medak,Medak,MEDAK,Chinna shankerampet,MADOOR,non-domestic and commercial,2,1,1.0,285,4.0
Medak,Medak,MEDAK,Chinna shankerampet,SHANKARAMPET,domestic,1,1,1.0,155,3.0
Medak,Medak,MEDAK,Medak (t) manda,AUTONAGAR,domestic,1,9,9.0,2940,39.0
Medak,Medak,MEDAK,Medak (t) manda,BUSSAGADDA,domestic,1,2,2.0,663,10.0
Medak,Medak,MEDAK,Medak (t) manda,"DAYARA,HOUSING BOARD",domestic,1,3,3.0,1094,11.26
Medak,Medak,MEDAK,Medak (t) manda,GOLKONDA,domestic,1,7,7.0,2293,26.0
Medak,Medak,MEDAK,Medak (t) manda,INDIRAPURI CALONY,domestic,1,3,3.0,995,11.0
Medak,Medak,MEDAK,Medak (t) manda,JAMBIKUNTA,domestic,1,3,3.0,660,9.0
Medak,Medak,MEDAK,Medak (t) manda,"JN ROAD,GANDI NAGAR",domestic,1,2,2.0,549,8.0
Medak,Medak,MEDAK,Medak (t) manda,MEDAK TOWN,non-domestic and commercial,2,6,6.0,3202,142.0
Medak,Medak,MEDAK,Medak (t) manda,MEDAK TOWN,general purpose,7,2,2.0,2304,77.0
Medak,Medak,MEDAK,Medak (t) manda,MEDAK-TOWN,non-domestic and commercial,2,3,3.0,1791,51.0
Medak,Medak,MEDAK,Medak (t) manda,NAWABPET,domestic,1,1,1.0,213,3.0
Medak,Medak,MEDAK,Medak (t) manda,NAWABPET,non-domestic and commercial,2,1,1.0,300,3.0
Medak,Medak,MEDAK,Medak (t) manda,PITLAMBASE,domestic,1,1,1.0,520,5.0
Medak,Medak,MEDAK,Medak rural1,AURANGABAD,non-domestic and commercial,2,1,1.0,214,53.0
Medak,Medak,MEDAK,Medak rural1,HAVELI GHANPUR,non-domestic and commercial,2,1,1.0,570,20.0
Medak,Medak,MEDAK,Medak rural1,KUCHANPALLY,domestic,1,2,2.0,489,7.0
Medak,Medak,MEDAK,Medak rural1,TOGITHA,domestic,1,1,1.0,322,2.24
Medak,Medak,MEDAK,Medak rural2,M.BHOOTPUR,general purpose,7,1,1.0,32,2.0
Medak,Medak,MEDAK,Medak rural2,MACHARAM,domestic,1,9,9.0,3281,44.24
Medak,Medak,MEDAK,Medak rural2,MACHARAM,general purpose,7,1,1.0,13,2.0
Medak,Medak,NARSAPOOR,Chilpched,CHITKUL,non-domestic and commercial,2,1,1.0,357,15.0
Medak,Medak,NARSAPOOR,Kowdipally,BUJRAMPET,general purpose,7,1,1.0,50,2.0
Medak,Medak,NARSAPOOR,Kowdipally,KANCHANPALLY,domestic,1,1,1.0,303,3.0
Medak,Medak,NARSAPOOR,Kowdipally,KOTTAL,domestic,1,1,1.0,343,3.0
Medak,Medak,NARSAPOOR,Kowdipally,KOWDIPALLY,domestic,1,1,1.0,407,14.0
Medak,Medak,NARSAPOOR,Kowdipally,KOWDIPALLY,non-domestic and commercial,2,1,1.0,738,15.0
Medak,Medak,NARSAPOOR,Kowdipally,RAILAPUR,non-domestic and commercial,2,1,1.0,0,15.0
Medak,Medak,NARSAPOOR,Kowdipally,RAILAPUR,general purpose,7,1,1.0,0,2.0
Medak,Medak,NARSAPOOR,Kowdipally,TUNKI,non-domestic and commercial,2,2,2.0,3009,94.0
Medak,Medak,NARSAPOOR,Kowdipally,YELMAKANNA,general purpose,7,1,1.0,14,2.0
Medak,Medak,NARSAPOOR,Kulcharm,CH GHANPUR,non-domestic and commercial,2,2,2.0,784,20.0
Medak,Medak,NARSAPOOR,Kulcharm,KULCHARAM,non-domestic and commercial,2,1,1.0,866,20.0
Medak,Medak,NARSAPOOR,Kulcharm,KULCHARAM,general purpose,7,1,1.0,0,50.0
Medak,Medak,NARSAPOOR,Kulcharm,POTHAM SHETPALLY,non-domestic and commercial,2,1,1.0,250,15.0
Medak,Medak,NARSAPOOR,Kulcharm,RANGAMPET,domestic,1,1,1.0,231,4.0
Medak,Medak,NARSAPOOR,Kulcharm,SANGAIPET,non-domestic and commercial,2,1,1.0,375,20.0
Medak,Medak,NARSAPOOR,Kulcharm,YENIGANDLA,non-domestic and commercial,2,1,1.0,246,15.0
Medak,Medak,NARSAPOOR,Narasapoor,AHMEDNAGAR,domestic,1,1,1.0,256,3.0
Medak,Medak,NARSAPOOR,Narasapoor,BRAHMANAPALLY,general purpose,7,1,1.0,2,2.0
Medak,Medak,NARSAPOOR,Narasapoor,NARSAPUR,non-domestic and commercial,2,1,1.0,42,25.0
Medak,Medak,NARSAPOOR,Narasapoor,NARSAPUR TOWN-2 CHOWRASTHA,domestic,1,2,2.0,1,10.0
Medak,Medak,NARSAPOOR,Narasapoor,NARSAPUR TOWN-4 BANK BAZAR,domestic,1,2,2.0,265,12.0
Medak,Medak,NARSAPOOR,Narasapoor,NARSAPUR TOWN-4 BANK BAZAR,non-domestic and commercial,2,1,1.0,1,2.0
Medak,Medak,NARSAPOOR,Narasapoor,NARSAPUR TOWN-4 BANK BAZAR,general purpose,7,1,1.0,1,2.0
Medak,Medak,NARSAPOOR,Narasapoor,NARSAPUR TOWN-5 MANDAL,general purpose,7,1,1.0,1,2.0
Medak,Medak,PAPANNAPET,Alladurg,ALLADURG,non-domestic and commercial,2,1,1.0,750,15.0
Medak,Medak,PAPANNAPET,Papannapet,KODEPAK,general purpose,7,1,1.0,26,2.0
Medak,Medak,PAPANNAPET,Papannapet,KOTHALINGAIPALLY,general purpose,7,1,1.0,10,2.0
Medak,Medak,PAPANNAPET,Papannapet,KOTHAPALLY,non-domestic and commercial,2,1,1.0,205,20.0
Medak,Medak,PAPANNAPET,Papannapet,KOTHAPALLY,general purpose,7,2,2.0,205,5.26
Medak,Medak,PAPANNAPET,Papannapet,KURTIWADA,domestic,1,1,1.0,424,3.0
Medak,Medak,PAPANNAPET,Papannapet,KURTIWADA,non-domestic and commercial,2,1,1.0,56,2.0
Medak,Medak,PAPANNAPET,Papannapet,PAPANNAPET,non-domestic and commercial,2,5,5.0,840,24.2
Medak,Medak,PAPANNAPET,Papannapet,PODCHANPALLY,non-domestic and commercial,2,2,2.0,522,13.0
Medak,Medak,PAPANNAPET,Papannapet,YOUSUFPET,domestic,1,1,1.0,409,5.0
Medak,Medak,PAPANNAPET,Papannapet,YOUSUFPET,general purpose,7,1,1.0,119,2.0
Medak,Medak,PAPANNAPET,Pedda shankerampet,SHANKARAMPET TOWN-1,domestic,1,2,2.0,704,31.0
Medak,Medak,PAPANNAPET,Pedda shankerampet,SHANKARAMPET TOWN-3,domestic,1,1,1.0,180,5.0
Medak,Medak,PAPANNAPET,Tekmal,KUSANGI,general purpose,7,1,1.0,22,2.0
Medak,Medak,PAPANNAPET,Tekmal,TEKMAL,domestic,1,2,2.0,619,6.26
Medak,Medak,PAPANNAPET,Tekmal,TEKMAL,general purpose,7,1,1.0,44,2.0
Medak,Medak,PAPANNAPET,Tekmal,YELLUPET,general purpose,7,1,1.0,73,2.0
Medak,Toopran,RAMAYAMPET,Chegunta,CHEGUNTA,non-domestic and commercial,2,1,1.0,112,25.0
Medak,Toopran,RAMAYAMPET,Chegunta,CHEGUNTA NEW,domestic,1,2,2.0,310,8.0
Medak,Toopran,RAMAYAMPET,Chegunta,CHEGUNTA OLD,domestic,1,1,1.0,215,5.88
Medak,Toopran,RAMAYAMPET,Chegunta,CHEGUNTA STATION ROAD,domestic,1,3,3.0,700,11.0
Medak,Toopran,RAMAYAMPET,Chegunta,REDDYPALLY,non-domestic and commercial,2,1,1.0,176,10.0
Medak,Toopran,RAMAYAMPET,Chegunta,WADIYARAM,domestic,1,2,2.0,745,8.0
Medak,Toopran,RAMAYAMPET,Narsinghi,KASALPUR,non-domestic and commercial,2,1,1.0,360,3.0
Medak,Toopran,RAMAYAMPET,Narsinghi,NARSINGI,domestic,1,3,3.0,1599,15.0
Medak,Toopran,RAMAYAMPET,Narsinghi,NARSINGI,non-domestic and commercial,2,3,3.0,572,40.0
Medak,Toopran,RAMAYAMPET,Narsinghi,NARSINGI TOWN,domestic,1,1,1.0,163,3.0
Medak,Toopran,RAMAYAMPET,Narsinghi,VALLORE,non-domestic and commercial,2,2,2.0,2974,65.0
Medak,Toopran,RAMAYAMPET,Nizampet,CHELMADA,general purpose,7,1,1.0,51,3.0
Medak,Toopran,RAMAYAMPET,Nizampet,NANDIGAMA,non-domestic and commercial,2,1,1.0,0,15.0
Medak,Toopran,RAMAYAMPET,Nizampet,NIZAMPET,general purpose,7,1,1.0,0,3.26
Medak,Toopran,RAMAYAMPET,Nizampet,RAYALPUR,general purpose,7,1,1.0,105,3.0
Medak,Toopran,RAMAYAMPET,Ramayampet,AKKANAPET,non-domestic and commercial,2,2,2.0,2,40.0
Medak,Toopran,RAMAYAMPET,Ramayampet,GP & OTHERS,domestic,1,1,1.0,312,5.0
Medak,Toopran,RAMAYAMPET,Ramayampet,KOMATPALLY,non-domestic and commercial,2,1,1.0,1575,25.0
Medak,Toopran,RAMAYAMPET,Ramayampet,KONAPOOR,general purpose,7,1,1.0,0,3.0
Medak,Toopran,RAMAYAMPET,Ramayampet,RAMAYAMPET,domestic,1,4,4.0,1080,18.0
Medak,Toopran,RAMAYAMPET,Ramayampet,RAMAYAMPET,non-domestic and commercial,2,2,2.0,578,15.0
Medak,Toopran,RAMAYAMPET,Ramayampet,RAMAYAMPET,general purpose,7,2,2.0,4375,60.0
Medak,Toopran,RAMAYAMPET,Ramayampet,REDDY COLONY & OTHERS,domestic,1,1,1.0,0,3.0
Medak,Toopran,RAMAYAMPET,Ramayampet,REDDY COLONY & OTHERS,non-domestic and commercial,2,1,1.0,326,8.0
Medak,Toopran,TOOPRAN,Kalkall,DANDUPALLY,non-domestic and commercial,2,1,1.0,750,20.0
Medak,Toopran,TOOPRAN,Kalkall,JEEDIPALLY,non-domestic and commercial,2,3,3.0,847,23.0
Medak,Toopran,TOOPRAN,Kalkall,JEEDIPALLY,general purpose,7,1,1.0,0,2.0
Medak,Toopran,TOOPRAN,Kalkall,KALLAKAL,domestic,1,1,1.0,188,5.0
Medak,Toopran,TOOPRAN,Kalkall,KALLAKAL,non-domestic and commercial,2,2,2.0,4101,87.51
Medak,Toopran,TOOPRAN,Kalkall,KALLAKAL,general purpose,7,2,2.0,0,5.0
Medak,Toopran,TOOPRAN,Kalkall,KUCHARAM,non-domestic and commercial,2,2,2.0,466,43.0
Medak,Toopran,TOOPRAN,Kalkall,KUCHARAM,general purpose,7,2,2.0,0,5.0
Medak,Toopran,TOOPRAN,Kalkall,LINGAREDDYPET,domestic,1,2,2.0,321,7.0
Medak,Toopran,TOOPRAN,Kalkall,MANOHARABAD,domestic,1,3,3.0,130,14.0
Medak,Toopran,TOOPRAN,Kalkall,MANOHARABAD,non-domestic and commercial,2,2,2.0,2587,90.63
Medak,Toopran,TOOPRAN,Kalkall,MANOHARABAD,general purpose,7,2,2.0,975,16.65
Medak,Toopran,TOOPRAN,Kalkall,MANOHARABAD GP,general purpose,7,1,1.0,5,2.0
Medak,Toopran,TOOPRAN,Kalkall,MUPPUREDDYPALLY,domestic,1,1,1.0,235,3.0
Medak,Toopran,TOOPRAN,Kalkall,MUPPUREDDYPALLY,general purpose,7,2,2.0,0,4.0
Medak,Toopran,TOOPRAN,Kalkall,RAMAIPALLY,general purpose,7,1,1.0,300,2.0
Medak,Toopran,TOOPRAN,Kalkall,RANGAIPALLY,domestic,1,1,1.0,300,4.0
Medak,Toopran,TOOPRAN,Kalkall,RANGAIPALLY,general purpose,7,1,1.0,188,3.0
Medak,Toopran,TOOPRAN,Kalkall,S.C. COLONY,domestic,1,1,1.0,308,3.0
Medak,Toopran,TOOPRAN,Masaipet,MASAIPET,non-domestic and commercial,2,3,3.0,554,94.0
Medak,Toopran,TOOPRAN,Shivampet,BIJLIPUR,domestic,1,1,1.0,450,3.0
Medak,Toopran,TOOPRAN,Shivampet,CHINNA GOTTI MUKLA,domestic,1,2,2.0,1419,13.0
Medak,Toopran,TOOPRAN,Shivampet,DONTHI,non-domestic and commercial,2,1,1.0,1254,55.0
Medak,Toopran,TOOPRAN,Shivampet,EDULAPUR,domestic,1,1,1.0,384,5.0
Medak,Toopran,TOOPRAN,Shivampet,KONTHANPALLY,non-domestic and commercial,2,2,2.0,689,8.0
Medak,Toopran,TOOPRAN,Toopran,ALLAPOOR,domestic,1,1,1.0,403,3.0
Medak,Toopran,TOOPRAN,Toopran,ALLAPOOR,non-domestic and commercial,2,2,2.0,649,38.0
Medak,Toopran,TOOPRAN,Toopran,ALLAPOOR,general purpose,7,1,1.0,0,50.0
Medak,Toopran,TOOPRAN,Toopran,BRAHMANPALLY,non-domestic and commercial,2,1,1.0,314,5.0
Medak,Toopran,TOOPRAN,Toopran,BRAHMANPALLY,general purpose,7,2,2.0,300,4.0
Medak,Toopran,TOOPRAN,Toopran,IMMAMPUR,domestic,1,1,1.0,450,3.0
Medak,Toopran,TOOPRAN,Toopran,ISLAMPOOR,domestic,1,1,1.0,297,3.24
Medak,Toopran,TOOPRAN,Toopran,ISLAMPOOR,non-domestic and commercial,2,2,2.0,0,75.0
Medak,Toopran,TOOPRAN,Toopran,NAGULAPALLY,domestic,1,5,5.0,1882,18.0
Medak,Toopran,TOOPRAN,Toopran,NAGULAPALLY,non-domestic and commercial,2,2,2.0,1832,77.0
Medak,Toopran,TOOPRAN,Toopran,POTHRAJPALLY,domestic,1,1,1.0,184,3.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN,non-domestic and commercial,2,3,3.0,1523,50.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN TOWN-1,domestic,1,7,7.0,2860,31.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN TOWN-2,domestic,1,5,5.0,1350,15.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN TOWN-3,domestic,1,3,3.0,829,9.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN TOWN-3,non-domestic and commercial,2,1,1.0,321,3.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN TOWN-4,domestic,1,1,1.0,267,3.0
Medak,Toopran,TOOPRAN,Toopran,TOOPRAN TOWN-4,general purpose,7,2,2.0,83,5.0
Medak,Toopran,TOOPRAN,Yeldurthy,YELDHURTHY,domestic,1,1,1.0,268,5.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,CTMETER,non-domestic and commercial,2,2,2.0,135,85.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,CTMETERS2,non-domestic and commercial,2,1,1.0,173,31.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,DEEPTHI SREE NAGAR 1,domestic,1,2,2.0,1146,11.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,GOWTHAMI NAGAR,domestic,1,1,1.0,1530,19.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,JAWAHAR COLONY,domestic,1,6,6.0,2737,31.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,KSR ENCLAVE / PJR ENCLAVE,domestic,1,2,2.0,678,8.3
Medchal,Kukatpally,MIYAPUR,Vemana colony,KSR ENCLAVE/APARNA ROAD,domestic,1,1,1.0,0,5.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,LUXOR HEIGHTS PJR ROAD NO-1,domestic,1,1,1.0,363,5.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,NONCITY,domestic,1,19,19.0,7121,120.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,NONCT1,domestic,1,95,95.0,30901,489.57
Medchal,Kukatpally,MIYAPUR,Vemana colony,NONCT1,non-domestic and commercial,2,1,1.0,645,15.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,NONCT1,general purpose,7,2,2.0,1247,20.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,SANKAR NAGAR,domestic,1,2,2.0,500,8.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,SHILPA ENCLAVE,domestic,1,9,9.0,2834,51.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,SREE DURGA ESTATE,domestic,1,1,1.0,587,10.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,SRI RAM NAGAR,domestic,1,6,6.0,619,13.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,SRI RAM NAGAR,non-domestic and commercial,2,1,1.0,155,3.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,SURAKSHA COLONY,domestic,1,2,2.0,633,8.24
Medchal,Kukatpally,MIYAPUR,Vemana colony,VEMANA COLONY,domestic,1,5,5.0,1528,22.0
Medchal,Kukatpally,MIYAPUR,Vemana colony,"VEMUKUNTA,NEAROLDBOMBAY ROAD",domestic,1,2,2.0,812,10.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,AADARSH NAGAR,domestic,1,3,3.0,511,9.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,ASHRAMAM G.RAMARAM,domestic,1,4,4.0,1196,22.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,BALAJI LAYOUT,domestic,1,3,3.0,794,15.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,BHAVANI NAGAR,domestic,1,2,2.0,391,6.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,CHANDRAGIRI NAGAR-1,domestic,1,1,1.0,159,3.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,CHITTARAMMA DEVI NAGAR,domestic,1,3,3.0,756,11.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,DEVENDER NAGAR DOUBLE BED ROOM,domestic,1,1,1.0,424,5.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,DOUBLE BEDROOM KAISER NAGAR,domestic,1,2,2.0,681,10.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,DWARAKA & MALLAREDDY NAGAR,domestic,1,6,6.0,2653,42.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,DWARAKA & MALLAREDDY NAGAR,non-domestic and commercial,2,1,1.0,148,23.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,G.RAMARAM VILLAGE,domestic,1,1,1.0,193,5.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,HANUMAN TEMPLE,domestic,1,1,1.0,306,5.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,HV GAJULARAMARAM,domestic,1,70,70.0,21832,549.08
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,HV GAJULARAMARAM,non-domestic and commercial,2,3,3.0,2322,98.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,HV MAHADEVPURAM,domestic,1,8,8.0,2882,40.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,HV MAHADEVPURAM,non-domestic and commercial,2,3,3.0,1168,79.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,KAILASH HILLS,domestic,1,10,10.0,4048,55.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,KAILASH HILLS,non-domestic and commercial,2,3,3.0,933,44.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,KAILASH HILLS - 2,domestic,1,3,3.0,533,24.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,KAISER NAGAR-1,domestic,1,1,1.0,159,3.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,MAHADEVAPURAM,non-domestic and commercial,2,1,1.0,0,5.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,MAHARAJA GARDENS GRMR VILLAGE,domestic,1,1,1.0,258,5.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,MALLA REDDY NAGAR,domestic,1,11,11.0,4253,57.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,MONTRIDGE INTL SCHL MAHADEVAPR,domestic,1,2,2.0,610,10.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,PRAGA TOOLS,domestic,1,2,2.0,727,14.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,PRISTEN PALACE,domestic,1,3,3.0,560,15.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,SANGAMITRA SCHOOL,domestic,1,3,3.0,1550,17.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,SHIRDI HILLS,domestic,1,5,5.0,1531,25.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,SRINIVASA NAGAR COLONY,general purpose,7,2,2.0,9,4.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,SRIRAM NAGAR,non-domestic and commercial,2,1,1.0,222,5.44
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,SRIVEN ENCLAVE,domestic,1,2,2.0,651,10.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,ST. ALPHONSAS SCHL MAHADEVAPRM,domestic,1,5,5.0,939,19.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,USHODAYA COLONY,domestic,1,6,6.0,1511,48.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,USHODAYA COLONY PH-2,domestic,1,2,2.0,614,10.0
Medchal,Medchal,QUTBULLAPUR,Gajularamaram,VEENUS ENCLAVE,domestic,1,1,1.0,94,5.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,50 YARDS AND 60 YARDS,domestic,1,2,2.0,461,8.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,AKASH LAYOUT,domestic,1,7,7.0,2330,48.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,AYYAPA SOCITEY,domestic,1,1,1.0,178,5.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BALAJI VENTURE,domestic,1,11,11.0,5813,55.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET,domestic,1,44,44.0,11375,242.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET,non-domestic and commercial,2,1,1.0,0,13.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET,general purpose,7,1,1.0,100,8.26
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET HV,domestic,1,1,1.0,814,36.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET HV,non-domestic and commercial,2,6,6.0,3561,139.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET-NONCT,domestic,1,5,5.0,474,24.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,BOWRAMPET-NONCT,general purpose,7,1,1.0,0,5.0
Medchal,Jeedimetla,JEEDIMETLA,Bowrampet,DREEM VALLUE COLONY,domestic,1,85,85.0,39130,480.0
