district,state,subdivision,section,area,catdesc,catcode,total_services,billed_services,units,load
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,PRASANTH NAGAR GOVT SCHOOL,domestic,1,1,1.0,384,3.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,GRC CT METERS,domestic,1,6,6.0,5090,170.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,GRC CT METERS,non-domestic and commercial,2,2,2.0,1405,100.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,GRC CT METERS,general purpose,7,1,1.0,908,12.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,GRC HV SAHIKPET,domestic,1,76,76.0,24080,511.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,GRC HV SAHIKPET,non-domestic and commercial,2,4,4.0,888,26.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,GRC HV SAHIKPET,general purpose,7,5,5.0,2088,37.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,H S DARGA (WEST),domestic,1,2,2.0,750,13.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,JAI HIND NAGAR,domestic,1,1,1.0,777,10.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,JAI HIND NAGAR,general purpose,7,1,1.0,301,9.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,LAXMI NAGAR,domestic,1,4,4.0,2745,43.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,MARUTHI NAGAR,domestic,1,2,2.0,479,14.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,MINI GULSHAN COLONY,domestic,1,2,2.0,504,6.48
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,MINI O U COLONY,domestic,1,3,3.0,1062,16.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,O U COLONY  -  3,domestic,1,1,1.0,191,3.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,O U COLONY - 1,domestic,1,11,11.0,4364,60.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,O U COLONY - 2,domestic,1,2,2.0,630,14.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,PRIDE INDIA & S A COLONY,domestic,1,4,4.0,1381,20.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,SAMATHA COLONY,general purpose,7,1,1.0,1173,16.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,SATYA COLONY,domestic,1,1,1.0,257,3.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,VINAYAK NAGAR,domestic,1,2,2.0,696,15.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,NETMETER-HIMAYATHNAGAR,non-domestic and commercial,2,4,4.0,751,123.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"OIL SEED QTR,MD.NAZEEBUDDIN-AR",domestic,1,4,4.0,1498,21.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,OLD KAMELA- SRIDAR BABU,domestic,1,2,2.0,701,14.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"SANJAYGANDHI NGR, ",domestic,1,1,1.0,547,5.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,SATYA KIDNEY LANE - SRIDHAR BA,domestic,1,1,1.0,498,4.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"URDU GALLY , ",domestic,1,1,1.0,201,10.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,ANAND NAGAR EAST,domestic,1,7,7.0,2775,40.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,ANAND NAGAR WEST,domestic,1,4,4.0,1343,18.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,ANAND NAGAR WEST,non-domestic and commercial,2,1,1.0,330,3.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,BANJARA AVENUE,domestic,1,5,5.0,1231,21.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,BANJARA AVENUE,non-domestic and commercial,2,1,1.0,335,7.0
Hyderabad central,Saifabad,HYDERGUDA,Abids,UNITYHOUSE-SANTHABAI9492927445,non-domestic and commercial,2,1,1.0,192,5.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"ARYA SAMAYAJ,BALARAJU ",domestic,1,1,1.0,315,3.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"BASHEERBAGH PALACE ROAD,IQBAL",non-domestic and commercial,2,1,1.0,364,8.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"BHARATIYA VIDYA BHAVAN, MAHEND",domestic,1,2,2.0,648,14.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"GUNFOUNDRY BASTHI, RAJESHAM LI",general purpose,7,1,1.0,69,19.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,HV-GUNFOUNDRY,non-domestic and commercial,2,2,2.0,1974,57.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"KING KOTI II, K VENUGOPALA CHA",domestic,1,1,1.0,469,5.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"KIRLOSKAR HOSPITAL ROAD, IQBAL",domestic,1,3,3.0,2487,32.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"KIRLOSKAR HOSPITAL ROAD, IQBAL",non-domestic and commercial,2,1,1.0,874,19.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,NETMETER-GUNFOUNDRY,domestic,1,5,5.0,4100,69.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,NETMETER-GUNFOUNDRY,non-domestic and commercial,2,4,4.0,7076,219.0
Hyderabad central,Saifabad,HYDERGUDA,Gunfoundry,"SHER GATE, FAYAZ LM",domestic,1,1,1.0,188,5.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,AVANTHI NAGAR PANDER,domestic,1,1,1.0,612,10.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,BHANU CLY ,domestic,1,1,1.0,341,5.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"GALAXY LANE,R.RAVINDER GOUD LI",domestic,1,1,1.0,272,4.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,GRC AE/SANTHOSH AR,domestic,1,3,3.0,3338,83.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,GRC AE/SANTHOSH AR,non-domestic and commercial,2,2,2.0,669,80.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,GRC-AE/SANTHOSH AR,domestic,1,2,2.0,2692,58.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,GRC-AE/SANTHOSH AR,non-domestic and commercial,2,1,1.0,545,30.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"H.NAGAR ST.NOS.7,8,9-HEERA SIN",domestic,1,1,1.0,291,5.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"H.NAGAR ST.NOS.7,8,9-HEERA SIN",non-domestic and commercial,2,1,1.0,0,11.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"H.NAGAR ST.NOS.7,8,9-LAXMINARA",domestic,1,1,1.0,494,9.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"H.NAGAR,ST.NOS.5,6 R.RAVINDER ",domestic,1,6,6.0,1608,28.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"HNGR,ST.NO1-4, GHOUSE ARTISAN",domestic,1,4,4.0,994,25.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"HNGR,ST.NO1-4, GHOUSE ARTISAN",non-domestic and commercial,2,2,2.0,740,16.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,HYDERGUDA ,domestic,1,6,6.0,1934,44.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"HYDERGUDA,B.DAYAKAR NAYAK L I",domestic,1,2,2.0,742,11.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"MIRNARVA, ",domestic,1,1,1.0,348,5.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,"MIRNARVA, ",non-domestic and commercial,2,3,3.0,934,50.0
Hyderabad central,Saifabad,HYDERGUDA,Himayat nagar,NETMETER-HIMAYATHNAGAR,domestic,1,10,10.0,2257,58.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,BANJARA HILLS RDNO1,domestic,1,3,3.0,728,13.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,BESTA WADA,domestic,1,1,1.0,670,5.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,CHINTHAL BASTHI,domestic,1,2,2.0,848,10.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,GANDHI TATA NAGAR,domestic,1,3,3.0,1485,20.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,HOLY MARY AREA,domestic,1,3,3.0,368,15.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,MAHAVIR HOSP M ROAD,domestic,1,1,1.0,367,4.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,MAHAVIR HOSP M ROAD,general purpose,7,1,1.0,0,5.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,NAVEEN NAGAR,domestic,1,2,2.0,835,26.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,PREM NAGAR NORTH,domestic,1,1,1.0,312,4.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,PREM NAGAR SOUTH,domestic,1,2,2.0,613,17.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,RAVINDRA NAGAR,domestic,1,1,1.0,290,10.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,RAVINDRA NAGAR,non-domestic and commercial,2,1,1.0,0,10.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,SHAM RAO NAGAR,domestic,1,1,1.0,1232,12.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,SRT QRTS SAIFABAD,non-domestic and commercial,2,1,1.0,89,15.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,TUMMAL BASTHI,domestic,1,2,2.0,391,15.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,VENKATRAMANA COLONY,domestic,1,7,7.0,2816,33.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,CT METERS,domestic,1,13,13.0,2333,66.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,CT METERS,non-domestic and commercial,2,3,3.0,0,24.0
Hyderabad central,Saifabad,SAIFABAD,Anand nagar,CT METERS,general purpose,7,1,1.0,0,10.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,ARANYA BHAVAN LINE,non-domestic and commercial,2,3,3.0,1230,41.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,BIRLA MANDIR,domestic,1,6,6.0,2926,45.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,BIRLA MANDIR,non-domestic and commercial,2,1,1.0,600,10.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,BJR COLLEGE ROAD,non-domestic and commercial,2,1,1.0,150,11.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,HACA BHAVAN (HILL FORT ROAD),domestic,1,2,2.0,795,8.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,INSTITUTE OF ENGINEERS,domestic,1,2,2.0,572,15.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,LIC ADARSH NAGAR,domestic,1,5,5.0,1624,22.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,MAHANKALI TEMPLE,domestic,1,1,1.0,565,5.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,MCH OFFICE KHAIRATABAD,non-domestic and commercial,2,2,2.0,1585,58.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,MCH QUARTERS INDIRANAGAR,non-domestic and commercial,2,1,1.0,2482,54.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,NETMETER-SAIFABAD,domestic,1,3,3.0,189,13.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,NETMETER-SAIFABAD,non-domestic and commercial,2,7,7.0,2044,164.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,NETMETER-SAIFABAD,general purpose,7,1,1.0,0,15.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,SAIFABAD,domestic,1,2,2.0,738,8.0
Hyderabad central,Saifabad,SAIFABAD,Saifabad,SAIFABAD,non-domestic and commercial,2,1,1.0,0,20.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,VINOBHA NAGAR,domestic,1,3,3.0,901,12.0
Hyderabad central,Mehdipatnam,GOLCONDA,Shaikpet,WESTERN PLAZA,non-domestic and commercial,2,1,1.0,329,13.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,CASTLE HILLS,domestic,1,4,4.0,902,20.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,GRC CT METERS,non-domestic and commercial,2,6,6.0,5963,173.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,GRC CT METERS,general purpose,7,1,1.0,1081,26.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,GRC HV MASABTANK,domestic,1,22,22.0,6863,300.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,GRC HV MASABTANK,non-domestic and commercial,2,1,1.0,0,4.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,GRC HV MASABTANK,general purpose,7,3,3.0,511,16.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,JAME & MASJID,domestic,1,1,1.0,506,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,KAILASH NAGAR,domestic,1,1,1.0,198,8.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,MASAB TANK B.HILL RD,domestic,1,2,2.0,284,9.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Masab tank,VENKATADRI NAGAR,domestic,1,2,2.0,793,10.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,BALAJI  NAGAR,domestic,1,1,1.0,358,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,DILSHAD NAGAR,domestic,1,3,3.0,889,9.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GAYATRINAGAR,domestic,1,1,1.0,382,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GRC CT MEHDIPATNAM,domestic,1,1,1.0,477,35.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GRC CT MEHDIPATNAM,non-domestic and commercial,2,4,4.0,5018,168.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GRC CT MEHDIPATNAM,industrial,3,1,1.0,0,27.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GRC HV MEHDIPATNAM,domestic,1,66,66.0,15570,336.5
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GRC HV MEHDIPATNAM,non-domestic and commercial,2,2,2.0,191,22.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,GRC HV MEHDIPATNAM,general purpose,7,1,1.0,50,3.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,INCOME TAX COLONY,domestic,1,2,2.0,358,10.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,NAVODAYA COLONY,domestic,1,2,2.0,665,8.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,S B I COLONY,domestic,1,4,4.0,971,21.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,SANTOSH NAGAR-III,domestic,1,1,1.0,628,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Mehadipatnam,USHODAYA COLONY,domestic,1,1,1.0,281,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,BOWLI PT,general purpose,7,1,1.0,198,5.6
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,GRC CT METERS,domestic,1,2,2.0,4622,80.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,GRC CT METERS,non-domestic and commercial,2,1,1.0,517,45.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,GRC CT METERS,general purpose,7,2,2.0,1219,70.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,GRC HV RETHI BOWLI,domestic,1,35,35.0,15649,176.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,GRC HV RETHI BOWLI,non-domestic and commercial,2,1,1.0,368,10.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,BANJARA DARWAJA,domestic,1,1,1.0,80,2.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,DIAMOND HILLS,domestic,1,2,2.0,834,10.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,GRC CT METERS,general purpose,7,1,1.0,6,50.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,GRC HV GOLCONDA,domestic,1,10,10.0,2502,50.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,GRC HV GOLCONDA,non-domestic and commercial,2,5,5.0,479,57.75
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,GRC HV GOLCONDA,general purpose,7,2,2.0,372,11.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,JINSI BAZAR,domestic,1,1,1.0,300,4.0
Hyderabad central,Mehdipatnam,GOLCONDA,Golconda,OWAIS COLONY,domestic,1,1,1.0,302,5.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,AHMED COLONY,domestic,1,1,1.0,290,5.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,BAPU NAGAR,domestic,1,1,1.0,221,3.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,COMPANY BAGH,domestic,1,3,3.0,1553,15.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,GANDHI NAGAR,non-domestic and commercial,2,1,1.0,429,10.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,GRC CT METERS,non-domestic and commercial,2,1,1.0,76,20.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,GRC CT METERS,general purpose,7,1,1.0,339,27.0
Hyderabad central,Mehdipatnam,GOLCONDA,Langer house,INDIRA NAGAR,general purpose,7,2,2.0,1053,14.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,GRC HV RETHI BOWLI,general purpose,7,1,1.0,750,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,JANAKI NAGAR,domestic,1,5,5.0,1768,23.32
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,PARAMOUNT COLONY,domestic,1,3,3.0,1221,14.32
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,SABZA COLONY,domestic,1,1,1.0,471,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Rethi bowli,YOUSUF TEKDI/ALHASNATH CLY,domestic,1,2,2.0,1718,15.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Suryanagar,ADITYA NAGAR,domestic,1,1,1.0,338,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Suryanagar,AKBARBAGH,domestic,1,1,1.0,376,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Suryanagar,ARAVIND NAGAR COLONEY,domestic,1,2,2.0,954,10.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Suryanagar,ARAVIND NAGAR COLONEY,non-domestic and commercial,2,2,2.0,571,18.75
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Suryanagar,ARUNA COLONY,domestic,1,1,1.0,217,5.0
Hyderabad central,Mehdipatnam,MEHDIPATNAM,Suryanagar,GRC CT METERS,non-domestic and commercial,2,1,1.0,1,26.0
