circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,DURGA NAGAR,DOMESTIC,1,7,7,2277,37.5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,GANESH NAGAR,DOMESTIC,1,6,6,831,24.24
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,GANESH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,305,5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,HOUSING BOARD COLONY,DOMESTIC,1,9,9,3488,41.48
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,LAXMIGUDA,DOMESTIC,1,2,2,725,16
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SAI BABA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,2,5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SHANTHI NAGAR,DOMESTIC,1,2,2,382,8
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,ABDULLAH COLONY,DOMESTIC,1,1,1,340,5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,ALI  NAGAR,DOMESTIC,1,2,2,282,7.7
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,BANDLAGUDA VILLAGE,DOMESTIC,1,5,5,1974,23.4
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,E.BANDLAGUDA,DOMESTIC,1,17,17,6039,296
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,E.BANDLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,102,27
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,E.BANDLAGUDA,INDUSTRIAL,3,1,1,552,15
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,E.BANDLAGUDA,GENERAL PURPOSE,7,1,1,451,7
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,JANGEERABAD,DOMESTIC,1,1,1,332,3.24
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,MAILRADEVPALLY,DOMESTIC,1,3,3,921,16
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,MAILRADEVPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,55
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,PRAGATHI COLONY,DOMESTIC,1,7,7,1738,42.09
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,DOMESTIC,1,2,2,621,15
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,31,40
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,WADI-E-FARAHAN,DOMESTIC,1,1,1,313,5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,B K PURAM,DOMESTIC,1,1,1,549,6
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,"EXCEL SCHOOL,KINGS COLONY",DOMESTIC,1,2,2,770,12
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV ARAMGHAR,DOMESTIC,1,13,13,5157,83
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV ARAMGHAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,304,28
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV ARAMGHAR,TEMPORARY SUPPLY,8,1,1,129,12
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV BABULREDDYNAGAR,DOMESTIC,1,2,2,583,10
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV BABULREDDYNAGAR,INDUSTRIAL,3,1,1,25,20.25
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV SHASTRIPURAM,DOMESTIC,1,10,10,3744,54.5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,HV SHASTRIPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1,385,25
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,OWAISI HILLS,DOMESTIC,1,2,2,525,10
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,RAGHAVENDRA COLONY,DOMESTIC,1,7,7,2379,43
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,SHASTRIPURAM,DOMESTIC,1,5,5,1232,40
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,SHASTRIPURAM,SHASTRIPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1,374,10
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BAIRAGI GUDA,DOMESTIC,1,1,1,369,5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BHAVANI COLONEY,DOMESTIC,1,3,3,1686,17
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,CT METERS HIMAYATHSAGAR,DOMESTIC,1,4,4,3447,155
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,CT METERS HIMAYATHSAGAR,NON-DOMESTIC AND COMMERCIAL,2,5,5,4991,200
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,GANDAMGUDA,DOMESTIC,1,3,3,778,11
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,GANDAMGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,2040,45
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV NET METERS,DOMESTIC,1,469,469,179370,2818.31
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV NET METERS,NON-DOMESTIC AND COMMERCIAL,2,7,7,2622,63
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,HV NET METERS,GENERAL PURPOSE,7,2,2,263,12
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,KAPIL NAGAR,DOMESTIC,1,1,1,104,3.24
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,PERAM CHERU,DOMESTIC,1,2,2,708,15
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,RADHA NAGAR,DOMESTIC,1,9,9,3402,45
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,SRINIVAS NAGAR COLONY,DOMESTIC,1,2,2,852,8.5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,ADHARSHA NAGAR,DOMESTIC,1,12,12,3251,55.2
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,BUNDLAGUDA VILLAGE,DOMESTIC,1,13,13,6186,76
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,D D COLONY,DOMESTIC,1,5,5,1701,26.29
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,DARGA KHALIZKHANGUDA,DOMESTIC,1,13,13,6328,103
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,DARGA KHALIZKHANGUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,918,14
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV BANDLAGUDA,DOMESTIC,1,2,2,245,13
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV BANDLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,858,90
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV D.K.K.GUDA,DOMESTIC,1,1,1,236,3
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV D.K.K.GUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,20
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV KISMATHPUR,DOMESTIC,1,13,13,7954,172
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV NET METERS,DOMESTIC,1,219,219,73322,1953
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV NET METERS,NON-DOMESTIC AND COMMERCIAL,2,6,6,2493,197
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,HV NET METERS,GENERAL PURPOSE,7,1,1,484,30
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,KALIKA NAGAR,DOMESTIC,1,2,2,851,11
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,KISMATHPUR,DOMESTIC,1,14,14,4963,76.24
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,KISMATHPUR,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,15
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,SAI BABA COLONY,DOMESTIC,1,27,27,9396,136.24
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,VIDYEPEETAM,DOMESTIC,1,28,28,10424,158
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,VIKAS NAGAR,DOMESTIC,1,7,7,1651,32
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,BANSILAL NAGAR,DOMESTIC,1,2,2,993,13
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,BUDWEL,DOMESTIC,1,4,4,1833,65
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,CHAITANYA VILLAS,DOMESTIC,1,10,10,3323,51
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,FORT VIEW COLONY,DOMESTIC,1,12,12,3653,67.55
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,GANDHINAGAR,DOMESTIC,1,8,8,3778,89
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,GANDHINAGAR,NON-DOMESTIC AND COMMERCIAL,2,2,2,2075,25
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,GOLDEN HEIGHTS COLONY,DOMESTIC,1,11,11,4883,65
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV HT METERING SERVICES,NON-DOMESTIC AND COMMERCIAL,2,1,1,762,54
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV NET METERS,DOMESTIC,1,117,117,36218,941
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV NET METERS,NON-DOMESTIC AND COMMERCIAL,2,6,6,4539,184
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV NET METERS,INDUSTRIAL,3,1,1,424,36.38
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV NET METERS,GENERAL PURPOSE,7,2,2,526,30
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV RAJANDRA NAGAR,DOMESTIC,1,3,3,2892,74
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV UPPARPALLY,DOMESTIC,1,2,2,695,43
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,HV UPPARPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,285,10
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,JANACHAITANYA HEIGHTS,DOMESTIC,1,10,10,5140,60
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,JANACHAITANYA PHASE-III,DOMESTIC,1,5,5,1769,25
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,MANIKYAMMA COLONY,DOMESTIC,1,3,3,1133,12
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,MOHAMMADABAD,DOMESTIC,1,1,1,545,5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,OLD VILLAGE BUDWEL,DOMESTIC,1,6,6,2245,29
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,OLD VILLAGE BUDWEL,GENERAL PURPOSE,7,1,1,24,2
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,RAJENDRA NAGAR,DOMESTIC,1,3,3,551,10.54
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,RAJENDRA NAGAR,GENERAL PURPOSE,7,1,1,28,5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY VILLAGE,DOMESTIC,1,21,21,8600,171.09
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPERPALLY,DOMESTIC,1,1,1,425,5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPERPALLY APPARTMENTS,DOMESTIC,1,1,1,583,6
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,ADARSHA NAGAR,DOMESTIC,1,1,1,198,5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,BHAVANI COLONY,DOMESTIC,1,9,9,3436,41.3
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HV ADARSHNAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,35,30
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HV CHINTALMET,DOMESTIC,1,1,1,54,45
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HV CHINTALMET,NON-DOMESTIC AND COMMERCIAL,2,2,2,2867,70
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HV NET METERS,DOMESTIC,1,42,42,11261,251.24
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HV NET METERS,NON-DOMESTIC AND COMMERCIAL,2,1,1,63,25
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HV NET METERS,GENERAL PURPOSE,7,1,1,161,10
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,K SHIVARAMPALLY,DOMESTIC,1,1,1,466,5
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,MANIKANTA COLONY,DOMESTIC,1,1,1,578,10
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,NPA & SC COLONY,DOMESTIC,1,5,5,1713,24.7
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,PREMAVATHIPET,DOMESTIC,1,9,9,1898,36
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,SRIDEVI COLONY,DOMESTIC,1,2,2,431,6
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,WEEKER SECTION COLONY,DOMESTIC,1,1,1,0,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,ADARSH NAGAR COLONY,DOMESTIC,1,3,3,1081,28
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,AIRPORT COLONY,DOMESTIC,1,1,1,337,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,AMMAPALLY,DOMESTIC,1,1,1,142,3
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,AMMAPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,2156,99.24
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,BAHADUR  GUDA,DOMESTIC,1,3,3,1402,20
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,BRUNDAVAN COLONY & GARDENS,DOMESTIC,1,7,7,2077,36
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,BRUNDAVAN COLONY & GARDENS,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,13
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,CHINNA GOLKONDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,24
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,CHINNA GOLKONDA,GENERAL PURPOSE,7,1,1,494,15
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,CSK VENTURE (RALLAGUDA),DOMESTIC,1,8,8,2406,40
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLLA PALLY,DOMESTIC,1,4,4,2174,82
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLLAPALLY,DOMESTIC,1,2,2,825,220
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,GOLLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3,2124,105
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,HAMEEDULLA NAGAR,DOMESTIC,1,1,1,460,10
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,HAMEEDULLA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,10,15
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KAVVA GUDA,DOMESTIC,1,2,2,1136,18
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KAVVA GUDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,1209,45
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KAVVAGUDA,DOMESTIC,1,3,3,1019,84
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KAVVAGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,888,20
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KOTHWALGUDA,DOMESTIC,1,2,2,526,10
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,KOTHWALGUDA,NON-DOMESTIC AND COMMERCIAL,2,3,3,1630,49
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,MADHURA NAGAR,DOMESTIC,1,6,6,1889,31.5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,MAHAVEER BUILDERS,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,4
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKODA,DOMESTIC,1,3,3,633,11
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKODA,NON-DOMESTIC AND COMMERCIAL,2,2,2,1444,54
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKODA,GENERAL PURPOSE,7,1,1,25,2
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NARKUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,25
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NEW HUDA RB NAGAR COLONY,DOMESTIC,1,6,6,2407,35
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NEW SHAMSHABAD,DOMESTIC,1,2,2,948,8
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,PRESTIGE CONSTRUCTION,DOMESTIC,1,4,4,1287,22
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,R B NAGAR&MADHURANGER HV,DOMESTIC,1,4,4,2404,153
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,R B NAGAR&MADHURANGER HV,NON-DOMESTIC AND COMMERCIAL,2,1,1,750,15
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RALLAGUDA,DOMESTIC,1,12,12,8638,307
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RALLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,16
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,RB NAGAR,DOMESTIC,1,3,3,226,9
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SAMA & SRINIVAS ENCLAVE,DOMESTIC,1,5,5,2427,31
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SHAMSHABAD,DOMESTIC,1,17,17,18835,497
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SHAMSHABAD,NON-DOMESTIC AND COMMERCIAL,2,4,4,1043,131
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SIDDANTHI,DOMESTIC,1,1,1,339,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SULTANPALLY,DOMESTIC,1,1,1,207,50
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,SULTHANPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,2568,22.5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,WEEKER SECTION COLONY,DOMESTIC,1,1,1,385,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,YADAVS COLONY,DOMESTIC,1,4,4,1775,23
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,YADAVS COLONY,NON-DOMESTIC AND COMMERCIAL,2,1,1,1200,10
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,GANDI GUDA,DOMESTIC,1,1,1,525,20
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,GANDI GUDA,NON-DOMESTIC AND COMMERCIAL,2,1,1,382,8
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,GHANSIMIYA GUDA,DOMESTIC,1,1,1,230,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,INAM CHERUVU,DOMESTIC,1,2,2,899,9
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,JUKAL,DOMESTIC,1,2,2,481,18
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,JUKAL,NON-DOMESTIC AND COMMERCIAL,2,2,2,885,29
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,KACHARAM,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,30
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,KISHAN GUDA,DOMESTIC,1,17,17,7092,107
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,KISHANGUDA,DOMESTIC,1,1,1,317,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MADANPALLY,DOMESTIC,1,1,1,307,3
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MADANPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,949,40
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MADANPALLY,GENERAL PURPOSE,7,1,1,679,8
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MALKARAM,DOMESTIC,1,2,2,1076,15
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MALKARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,82,65
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,MUCHINTAL,DOMESTIC,1,1,1,0,10
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,NANAJI POOR,DOMESTIC,1,1,1,330,4
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,PALMAKOLE,DOMESTIC,1,2,2,0,7
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,PALMAKOLE,GENERAL PURPOSE,7,1,1,0,2
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,PEDDA TOOPRA,DOMESTIC,1,1,1,0,5.24
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,RAYANNAGUDA,DOMESTIC,1,1,1,387,5
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,SHANKARAPURAM,DOMESTIC,1,1,1,237,2
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,SHAPOOR,NON-DOMESTIC AND COMMERCIAL,2,3,3,1862,79
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAPOOR,SHAPOOR,INDUSTRIAL,3,1,1,685,22.5
